logger_id,hw_version,sw_version,measurement_number,timestamp,rc_temperature,mag_x,mag_y,mag_z
129.247.21.135,93,39,888,2021-10-28T09:45:44.795Z,0.79,0.32,0.01,0.07
54.16.254.46,6,28,889,2021-10-27T09:45:44.795Z,0.72,0.17,0.06,0.90
179.75.85.18,45,43,890,2021-10-26T09:45:44.795Z,0.71,0.86,0.14,0.50
38.62.124.65,40,98,891,2021-10-25T09:45:44.795Z,0.65,0.96,0.23,0.34
19.188.91.108,36,15,892,2021-10-24T09:45:44.795Z,0.72,0.98,0.22,0.52
197.242.108.229,88,10,893,2021-10-23T09:45:44.795Z,0.77,0.21,0.69,0.68
165.120.181.100,95,53,894,2021-10-22T09:45:44.795Z,0.29,0.98,0.47,0.52
13.248.94.78,64,23,895,2021-10-21T09:45:44.795Z,0.57,0.42,0.75,0.98
86.160.54.227,61,56,896,2021-10-20T09:45:44.795Z,0.29,0.74,0.62,0.47
197.242.108.229,33,70,897,2021-10-19T09:45:44.795Z,0.63,0.05,0.74,0.39
141.149.26.183,37,14,898,2021-10-18T09:45:44.795Z,0.90,0.95,0.25,0.44
20.188.119.58,17,62,899,2021-10-17T09:45:44.795Z,0.74,0.14,0.70,0.95
139.61.218.43,32,49,900,2021-10-16T09:45:44.795Z,0.04,0.41,0.07,0.60
251.56.78.195,43,51,901,2021-10-15T09:45:44.795Z,0.77,0.90,0.41,0.97
15.228.28.214,29,60,902,2021-10-14T09:45:44.795Z,0.95,0.95,0.69,0.33
20.60.218.69,86,9,903,2021-10-13T09:45:44.795Z,0.95,0.17,0.52,0.77
129.247.21.135,10,23,904,2021-10-12T09:45:44.795Z,0.22,0.27,0.78,0.96
179.75.85.18,9,67,905,2021-10-11T09:45:44.795Z,0.95,0.11,0.39,0.94
149.148.199.138,9,81,906,2021-10-10T09:45:44.795Z,0.72,0.74,0.12,0.89
108.29.11.54,12,56,907,2021-10-09T09:45:44.795Z,0.86,0.65,0.78,0.04
32.94.39.151,54,30,908,2021-10-08T09:45:44.795Z,0.72,0.30,0.32,0.72
232.194.60.154,76,78,909,2021-10-07T09:45:44.795Z,0.45,0.42,0.11,0.04
152.105.153.190,36,4,910,2021-10-06T09:45:44.795Z,0.16,0.67,0.63,0.50
15.192.123.244,88,47,911,2021-10-05T09:45:44.795Z,0.96,0.75,0.39,0.28
247.59.218.3,51,11,912,2021-10-04T09:45:44.795Z,0.60,0.50,0.37,0.96
183.215.195.124,49,49,913,2021-10-03T09:45:44.795Z,0.33,0.97,0.08,0.45
62.221.0.43,12,46,914,2021-10-02T09:45:44.795Z,0.95,0.96,0.17,1.00
104.168.160.188,10,75,915,2021-10-01T09:45:44.795Z,0.86,0.16,0.94,0.54
128.69.51.116,80,89,916,2021-09-30T09:45:44.795Z,0.80,0.77,0.47,0.80
45.190.85.150,93,69,917,2021-09-29T09:45:44.795Z,0.32,0.75,0.10,0.00
30.144.190.11,86,64,918,2021-09-28T09:45:44.795Z,0.98,0.95,0.66,0.69
239.19.32.122,68,65,919,2021-09-27T09:45:44.795Z,0.73,0.55,0.82,0.19
164.218.147.198,19,97,920,2021-09-26T09:45:44.795Z,0.76,0.42,0.96,0.17
91.210.129.73,79,75,921,2021-09-25T09:45:44.795Z,0.26,0.93,0.30,0.04
2.197.232.44,50,61,922,2021-09-24T09:45:44.795Z,0.87,0.03,0.27,0.44
54.16.254.46,3,41,923,2021-09-23T09:45:44.795Z,0.65,0.59,0.49,0.86
129.247.21.135,57,77,924,2021-09-22T09:45:44.795Z,0.31,0.46,0.69,0.96
211.28.18.54,52,89,925,2021-09-21T09:45:44.795Z,0.51,0.65,0.51,0.11
42.153.83.69,97,15,926,2021-09-20T09:45:44.795Z,0.33,0.08,0.51,0.44
6.227.55.193,99,33,927,2021-09-19T09:45:44.795Z,0.01,0.21,0.69,0.27
234.228.32.255,0,72,928,2021-09-18T09:45:44.795Z,0.50,0.14,0.28,0.08
62.221.0.43,30,28,929,2021-09-17T09:45:44.795Z,0.32,0.57,0.92,0.20
53.67.115.251,44,71,930,2021-09-16T09:45:44.795Z,0.97,0.31,0.47,0.27
128.69.51.116,65,68,931,2021-09-15T09:45:44.795Z,0.37,0.39,0.91,0.83
129.247.21.135,6,23,932,2021-09-14T09:45:44.795Z,0.45,0.45,0.68,0.17
179.75.85.18,95,63,933,2021-09-13T09:45:44.795Z,0.19,0.90,0.18,0.20
227.70.186.165,76,28,934,2021-09-12T09:45:44.795Z,0.69,0.08,0.92,0.06
15.110.53.91,46,64,935,2021-09-11T09:45:44.795Z,0.36,0.49,0.62,0.66
6.140.27.40,48,0,936,2021-09-10T09:45:44.795Z,0.80,0.58,0.80,0.94
225.153.15.120,12,23,937,2021-09-09T09:45:44.795Z,0.78,0.76,0.33,0.40
146.143.200.41,90,1,938,2021-09-08T09:45:44.795Z,0.88,0.85,0.38,0.81
3.49.223.141,76,49,939,2021-09-07T09:45:44.795Z,0.80,0.21,0.68,0.20
215.127.155.123,84,41,940,2021-09-06T09:45:44.795Z,0.26,0.41,0.40,0.08
54.16.254.46,33,80,941,2021-09-05T09:45:44.795Z,0.58,0.43,0.29,1.00
142.91.83.61,71,10,942,2021-09-04T09:45:44.795Z,0.91,0.43,0.14,0.81
128.69.51.116,38,95,943,2021-09-03T09:45:44.795Z,0.85,0.39,0.87,0.95
223.206.84.5,27,17,944,2021-09-02T09:45:44.795Z,0.95,0.87,0.30,0.64
173.152.24.118,86,66,945,2021-09-01T09:45:44.795Z,0.31,0.90,0.29,0.01
86.232.7.132,62,93,946,2021-08-31T09:45:44.795Z,0.43,0.99,0.60,0.21
64.93.160.244,41,73,947,2021-08-30T09:45:44.795Z,0.69,0.17,0.63,0.47
64.93.160.244,58,18,948,2021-08-29T09:45:44.795Z,0.66,0.73,0.18,0.41
238.22.198.167,22,52,949,2021-08-28T09:45:44.795Z,0.20,0.84,0.37,0.72
64.93.160.244,67,69,950,2021-08-27T09:45:44.795Z,0.81,0.27,0.99,0.16
54.16.254.46,54,40,951,2021-08-26T09:45:44.795Z,0.67,0.04,0.22,0.37
19.188.91.108,32,3,952,2021-08-25T09:45:44.795Z,0.78,0.77,0.40,0.37
104.168.160.188,11,94,953,2021-08-24T09:45:44.795Z,0.37,0.15,0.17,0.63
92.174.228.133,68,52,954,2021-08-23T09:45:44.795Z,0.79,0.72,0.70,0.29
13.248.94.78,96,38,955,2021-08-22T09:45:44.795Z,0.86,0.71,0.84,0.38
14.207.162.79,5,92,956,2021-08-21T09:45:44.795Z,0.96,0.37,0.53,0.95
131.49.134.99,65,86,957,2021-08-20T09:45:44.795Z,0.07,0.10,0.79,0.61
152.105.153.190,95,97,958,2021-08-19T09:45:44.795Z,0.40,0.95,0.91,0.10
131.49.134.99,99,28,959,2021-08-18T09:45:44.795Z,0.89,0.37,0.28,0.86
62.221.0.43,51,65,960,2021-08-17T09:45:44.795Z,0.74,0.31,0.61,0.54
173.152.24.118,20,54,961,2021-08-16T09:45:44.795Z,0.20,0.35,0.78,0.64
46.143.177.229,83,9,962,2021-08-15T09:45:44.795Z,0.68,0.31,0.33,0.37
223.206.84.5,5,39,963,2021-08-14T09:45:44.795Z,0.84,0.32,0.62,0.19
15.192.123.244,96,64,964,2021-08-13T09:45:44.795Z,0.93,0.92,0.26,0.68
46.192.108.207,94,78,965,2021-08-12T09:45:44.795Z,0.34,0.25,0.04,0.81
229.146.54.0,99,46,966,2021-08-11T09:45:44.795Z,0.67,0.42,0.53,0.58
128.168.216.93,77,45,967,2021-08-10T09:45:44.795Z,0.97,0.57,0.96,0.09
113.29.33.83,78,5,968,2021-08-09T09:45:44.795Z,0.63,0.12,0.14,0.72
143.62.57.8,86,73,969,2021-08-08T09:45:44.795Z,0.61,0.95,0.43,0.78
167.94.235.99,76,71,970,2021-08-07T09:45:44.795Z,0.32,0.73,0.59,0.92
184.0.155.18,53,16,971,2021-08-06T09:45:44.795Z,0.31,0.46,0.00,0.26
62.221.0.43,73,34,972,2021-08-05T09:45:44.795Z,0.35,0.73,0.21,0.14
42.153.83.69,80,18,973,2021-08-04T09:45:44.795Z,0.62,0.67,0.16,0.30
142.91.83.61,92,49,974,2021-08-03T09:45:44.795Z,0.71,0.26,0.27,0.02
223.206.84.5,24,9,975,2021-08-02T09:45:44.795Z,0.05,0.20,0.40,0.20
92.99.235.226,20,74,976,2021-08-01T09:45:44.795Z,0.50,0.65,0.03,0.31
174.162.140.39,5,91,977,2021-07-31T09:45:44.795Z,0.76,0.31,0.57,0.93
139.61.218.43,77,10,978,2021-07-30T09:45:44.795Z,0.46,0.70,0.31,0.89
164.218.147.198,85,21,979,2021-07-29T09:45:44.795Z,0.94,0.75,0.15,0.63
64.93.160.244,47,40,980,2021-07-28T09:45:44.795Z,0.85,0.47,0.06,0.13
170.133.84.102,69,68,981,2021-07-27T09:45:44.795Z,0.19,0.67,0.66,0.96
104.168.160.188,84,37,982,2021-07-26T09:45:44.795Z,0.69,0.89,0.42,0.22
234.100.119.235,1,61,983,2021-07-25T09:45:44.795Z,0.97,0.90,0.86,0.11
14.207.162.79,39,93,984,2021-07-24T09:45:44.795Z,0.79,0.11,1.00,0.85
46.143.177.229,22,0,985,2021-07-23T09:45:44.795Z,0.49,0.23,0.87,0.31
50.134.108.148,41,16,986,2021-07-22T09:45:44.795Z,0.56,0.25,0.40,0.64
79.222.124.27,31,64,987,2021-07-21T09:45:44.795Z,0.43,0.52,0.79,0.21
38.78.188.207,13,44,988,2021-07-20T09:45:44.795Z,0.58,0.99,0.73,0.36
37.106.25.145,18,61,989,2021-07-19T09:45:44.795Z,0.28,0.69,0.57,0.31
247.59.218.3,10,89,990,2021-07-18T09:45:44.795Z,0.90,0.88,0.34,0.89
6.227.55.193,66,69,991,2021-07-17T09:45:44.795Z,0.08,0.47,0.51,0.70
253.134.241.198,97,36,992,2021-07-16T09:45:44.795Z,0.49,0.74,0.60,0.76
14.207.162.79,66,65,993,2021-07-15T09:45:44.795Z,0.71,0.35,1.00,0.59
238.234.36.127,15,57,994,2021-07-14T09:45:44.795Z,0.19,0.17,0.23,0.64
239.19.32.122,17,78,995,2021-07-13T09:45:44.795Z,0.73,0.06,0.34,0.53
13.248.94.78,43,32,996,2021-07-12T09:45:44.795Z,0.28,0.40,0.86,0.10
152.105.153.190,73,17,997,2021-07-11T09:45:44.795Z,0.61,0.73,0.05,0.52
248.113.69.76,70,40,998,2021-07-10T09:45:44.795Z,0.35,0.00,0.16,0.34
42.153.83.69,87,7,999,2021-07-09T09:45:44.795Z,0.74,0.70,0.72,0.17
227.1.158.125,17,22,1000,2021-07-08T09:45:44.795Z,0.44,0.40,0.65,0.61
